scorer,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000
individuals,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,single,single,single,single,single,single
bodyparts,nose,nose,nose,Rear,Rear,Rear,Lear,Lear,Lear,headbase,headbase,headbase,spine,spine,spine,tailbase,tailbase,tailbase,anteriorC,anteriorC,anteriorC,posteriorC,posteriorC,posteriorC
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4553,800.842,212.183,1.0,770.377,192.429,1.0,796.938,174.127,1.0,782.371,173.655,1.0,756.139,142.607,1.0,697.683,110.106,1.0,806.442,211.523,0.9940000176429749,823.649,212.547,1.0
4554,800.918,214.05,1.0,770.416,194.049,1.0,796.938,176.065,1.0,785.333,175.089,1.0,756.617,143.988,1.0,699.126,110.2,1.0,806.442,211.995,0.9940000176429749,823.649,212.713,1.0
4555,801.247,214.973,1.0,771.288,196.566,1.0,797.594,176.132,1.0,786.001,176.532,1.0,757.419,145.72,1.0,700.941,110.672,1.0,805.894,211.995,0.9890000224113464,823.164,213.48,1.0
4556,801.709,217.191,1.0,773.757,197.87,1.0,798.946,177.198,1.0,786.399,177.493,1.0,757.419,146.42,1.0,703.121,110.672,1.0,805.511,211.995,0.335999995470047,821.641,213.48,1.0
4557,804.271,217.213,1.0,773.762,199.178,1.0,798.946,178.795,1.0,786.571,178.581,1.0,757.419,147.603,1.0,707.491,110.672,1.0,,,,819.486,213.48,0.4490000009536743
4558,806.445,217.361,1.0,774.486,200.662,1.0,798.946,179.14,1.0,786.571,179.678,1.0,759.346,148.629,1.0,708.4,110.672,1.0,,,,,,
4559,806.593,217.703,1.0,774.494,200.85,1.0,800.146,179.584,1.0,786.399,180.754,1.0,759.368,149.059,1.0,709.94,111.098,1.0,,,,,,
4560,810.997,218.15,1.0,775.555,200.85,1.0,802.196,180.063,1.0,785.312,181.519,1.0,760.764,150.416,1.0,710.015,111.863,1.0,,,,,,
4561,812.037,218.203,1.0,775.859,200.662,1.0,803.44,180.063,1.0,785.312,182.648,1.0,761.645,151.234,1.0,710.432,113.322,1.0,,,,,,
4562,813.39,218.461,1.0,780.147,199.405,1.0,803.862,180.063,1.0,785.312,183.323,1.0,762.27,151.904,1.0,711.08,113.385,1.0,,,,,,
4563,815.524,218.203,1.0,781.998,199.405,1.0,804.369,179.246,1.0,785.769,183.323,1.0,762.925,151.904,1.0,711.08,113.821,1.0,1156.893,282.15,0.9750000238418579,,,
4564,815.918,218.203,1.0,782.758,199.367,1.0,804.609,178.594,1.0,786.546,183.323,1.0,763.146,151.904,1.0,711.177,114.177,1.0,,,,,,
4565,816.281,218.129,1.0,782.758,199.405,1.0,804.829,177.655,1.0,786.949,183.151,1.0,763.156,151.381,1.0,711.434,114.27,1.0,,,,,,
4566,816.281,217.088,1.0,782.758,199.479,1.0,805.506,177.548,1.0,786.961,182.89,1.0,763.525,150.301,1.0,711.822,114.586,1.0,1364.667,534.812,0.8769999742507935,,,
4567,816.315,215.19,1.0,781.922,201.554,1.0,806.755,176.735,1.0,787.143,182.482,1.0,763.707,150.301,1.0,711.822,115.49,1.0,1356.556,530.904,1.0,1347.874,523.317,0.9980000257492065
4568,817.152,214.724,1.0,781.922,201.554,1.0,807.613,176.702,1.0,787.459,182.172,1.0,763.707,150.301,1.0,711.434,116.003,1.0,1355.369,525.178,1.0,836.413,215.275,0.16300000250339508
4569,818.449,214.609,1.0,781.922,201.554,1.0,808.614,176.115,1.0,788.389,181.355,1.0,763.707,150.466,1.0,711.242,116.09,1.0,1355.369,317.033,0.24699999392032623,836.413,214.301,0.6230000257492065
4570,818.458,211.99,1.0,782.133,200.93,1.0,809.348,175.625,1.0,788.431,180.962,1.0,763.957,150.825,1.0,710.453,116.541,1.0,836.42,212.395,1.0,836.413,214.301,1.0
4571,819.99,211.99,1.0,784.596,197.177,1.0,810.342,175.06,1.0,788.768,180.962,1.0,764.179,154.758,1.0,710.453,116.627,1.0,836.331,212.029,0.20999999344348907,836.413,214.301,0.9810000061988831
4572,820.147,211.552,1.0,785.137,197.077,1.0,810.649,174.046,1.0,789.528,180.962,1.0,764.237,155.598,1.0,710.453,117.363,1.0,836.331,212.029,0.3479999899864197,836.413,214.301,0.6370000243186951
4573,820.473,211.99,1.0,786.093,197.077,1.0,811.027,173.775,1.0,790.07,181.135,1.0,764.528,156.271,1.0,711.689,119.972,1.0,,212.958,,,,
4574,820.495,210.612,1.0,786.653,197.177,1.0,811.027,173.71,1.0,790.816,181.261,1.0,764.537,157.042,1.0,711.825,120.001,1.0,,,,,,
4575,830.355,211.392,1.0,787.767,197.431,1.0,811.178,173.615,1.0,791.461,181.884,1.0,764.83,157.126,1.0,712.077,121.963,1.0,853.874,221.06,0.6039999723434448,835.533,221.043,0.42399999499320984
4576,830.355,210.337,1.0,788.78,197.892,1.0,811.235,173.184,1.0,792.866,182.431,1.0,765.634,158.264,1.0,712.309,123.39,1.0,853.874,221.06,0.9990000128746033,835.533,220.576,0.4129999876022339
4577,830.355,210.337,1.0,790.205,198.376,1.0,811.473,173.184,1.0,793.913,184.279,1.0,766.51,158.812,1.0,712.709,124.368,1.0,853.874,221.06,1.0,835.533,219.517,0.8669999837875366
4578,830.163,210.023,1.0,792.259,198.861,1.0,813.21,173.184,1.0,795.902,184.424,1.0,767.795,159.054,1.0,713.152,124.87,1.0,855.386,222.186,1.0,836.49,219.636,0.9990000128746033
4579,830.163,210.337,1.0,795.58,201.195,1.0,814.447,173.632,1.0,799.283,184.512,1.0,769.925,159.664,1.0,713.311,125.928,1.0,857.529,222.936,1.0,838.341,219.636,1.0
4580,830.163,210.337,1.0,797.119,203.229,1.0,815.266,175.693,1.0,799.283,185.829,1.0,770.586,160.121,1.0,714.811,127.195,1.0,858.435,225.864,1.0,840.271,219.517,0.9990000128746033
4581,830.163,210.812,1.0,798.891,203.824,1.0,816.307,176.492,1.0,799.455,186.42,1.0,771.344,160.952,1.0,715.473,127.641,1.0,859.233,226.276,1.0,840.414,219.521,1.0
4582,830.163,211.017,1.0,800.761,204.939,1.0,817.183,176.598,1.0,800.766,187.375,1.0,771.837,162.267,1.0,716.44,128.436,1.0,859.233,226.5,1.0,853.157,219.636,1.0
4583,830.941,211.54,1.0,801.044,208.673,1.0,819.171,177.222,1.0,801.405,188.699,1.0,772.947,162.342,1.0,716.908,129.369,1.0,858.435,227.577,1.0,853.548,219.928,1.0
4584,832.31,212.062,1.0,803.59,210.631,1.0,821.036,178.483,1.0,802.451,189.954,1.0,773.876,163.647,1.0,716.908,129.869,1.0,858.435,228.285,1.0,853.574,219.734,1.0
4585,832.665,212.706,1.0,804.685,214.673,1.0,823.642,180.927,1.0,804.159,189.984,1.0,776.425,163.943,1.0,719.885,130.564,1.0,859.233,228.883,1.0,853.9,219.734,1.0
4586,847.386,219.902,1.0,805.774,214.878,1.0,823.949,185.421,1.0,806.571,190.725,1.0,779.545,164.079,1.0,721.761,130.634,1.0,869.849,229.808,1.0,853.9,219.917,1.0
4587,847.798,220.666,1.0,808.662,214.878,1.0,824.875,186.254,1.0,810.829,190.865,1.0,781.577,165.969,1.0,724.958,131.642,1.0,871.131,229.84,1.0,853.9,219.917,0.9990000128746033
4588,848.163,220.772,1.0,810.76,214.878,1.0,825.871,186.41,1.0,811.731,191.475,1.0,783.787,171.791,1.0,727.16,132.453,1.0,871.131,229.84,1.0,853.9,219.917,0.9660000205039978
4589,848.843,220.792,1.0,811.927,213.758,1.0,828.893,186.41,1.0,812.712,192.49,1.0,784.776,171.908,1.0,727.297,133.867,1.0,871.131,229.84,1.0,858.588,226.166,0.8069999814033508
4590,850.34,222.632,1.0,813.785,213.758,1.0,833.465,186.573,1.0,815.135,194.269,1.0,786.144,173.883,1.0,728.739,133.942,1.0,870.574,228.284,0.9980000257492065,867.969,230.587,0.9629999995231628
4591,851.556,222.645,1.0,815.623,213.758,1.0,835.895,186.953,1.0,816.014,196.321,1.0,788.859,174.617,1.0,729.521,135.156,1.0,870.116,228.284,0.9879999756813049,868.277,230.936,0.9980000257492065
4592,853.546,223.276,1.0,817.258,215.003,1.0,837.956,186.953,1.0,817.646,197.776,1.0,791.143,175.396,1.0,732.207,136.467,1.0,868.763,228.055,0.9929999709129333,871.156,230.936,1.0
4593,854.422,224.042,1.0,820.282,217.586,1.0,840.397,186.953,1.0,819.196,203.166,1.0,792.959,175.396,1.0,736.782,137.138,1.0,868.763,227.539,0.9940000176429749,872.658,231.751,1.0
4594,863.508,224.569,1.0,823.231,218.94,1.0,842.499,188.898,1.0,823.018,204.719,1.0,794.027,176.255,1.0,739.563,137.283,1.0,860.294,228.055,0.8159999847412109,872.805,232.13,1.0
4595,863.662,226.377,1.0,825.249,223.449,1.0,843.315,191.274,1.0,828.734,205.574,1.0,795.766,176.255,1.0,741.448,137.283,1.0,860.294,227.539,0.3659999966621399,872.805,231.751,0.9729999899864197
4596,865.101,226.443,1.0,827.297,224.254,1.0,844.313,194.345,1.0,830.564,207.103,1.0,797.618,176.255,1.0,743.056,145.779,1.0,860.294,227.356,0.21400000154972076,872.658,229.839,0.14499999582767487
4597,866.014,228.484,1.0,829.09,225.094,1.0,844.894,195.258,1.0,831.425,207.349,1.0,799.333,177.287,1.0,744.083,146.413,1.0,,,,,,
4598,867.742,230.56,1.0,831.592,225.76,1.0,847.477,195.334,1.0,832.13,207.467,1.0,800.091,181.709,1.0,744.773,146.413,1.0,,,,,,
4599,867.853,232.042,1.0,833.073,227.532,1.0,847.754,195.985,1.0,833.187,208.597,1.0,802.357,183.336,1.0,745.504,146.413,1.0,,,,,,
4600,870.84,233.098,1.0,836.684,229.769,1.0,852.211,197.775,1.0,834.781,208.597,1.0,804.003,183.642,1.0,745.504,147.153,1.0,,,,,,
4601,872.415,233.404,1.0,839.729,231.581,1.0,854.82,199.683,1.0,836.847,208.763,1.0,805.434,184.806,1.0,746.448,147.153,1.0,,,,,,
4602,872.439,233.404,1.0,841.092,232.063,1.0,855.69,200.376,1.0,838.869,208.763,1.0,807.088,185.17,1.0,747.629,167.872,1.0,,,,,,
4603,875.721,233.412,1.0,841.092,232.432,1.0,856.616,203.828,1.0,841.248,208.763,1.0,809.696,187.752,1.0,747.629,167.872,1.0,,,,882.711,244.72,0.2800000011920929
4604,876.065,233.893,1.0,841.092,232.432,1.0,858.01,205.431,1.0,841.933,209.037,1.0,811.954,188.314,1.0,747.629,167.872,1.0,,,,882.557,244.61,0.21199999749660492
4605,876.172,235.614,1.0,840.79,232.476,1.0,858.357,205.472,1.0,843.467,209.181,1.0,812.55,188.372,1.0,754.453,152.994,1.0,,,,,,
4606,876.403,235.614,1.0,840.79,232.883,1.0,859.927,205.472,1.0,844.002,209.233,1.0,812.685,188.721,1.0,759.558,145.677,1.0,,,,,,
4607,878.917,239.614,1.0,840.79,232.883,1.0,860.617,205.431,1.0,844.021,209.434,1.0,812.925,188.922,1.0,760.402,145.677,1.0,,,,,,
4608,880.247,241.341,1.0,841.391,233.534,1.0,861.37,205.53,1.0,844.598,209.683,1.0,813.648,189.496,1.0,760.608,145.677,1.0,,,,,,
4609,881.115,241.689,1.0,842.092,233.534,1.0,863.456,205.53,1.0,846.212,211.186,1.0,814.649,190.033,1.0,760.608,147.607,1.0,,,,,,
4610,882.791,243.38,1.0,843.216,233.534,1.0,864.552,205.191,1.0,846.91,212.756,1.0,815.403,190.399,1.0,760.402,150.071,1.0,,,,,,
4611,882.791,243.38,1.0,845.248,230.525,1.0,864.552,204.995,1.0,846.927,213.015,1.0,815.889,190.74,1.0,759.242,151.235,1.0,,,,,,
4612,882.791,243.38,1.0,845.914,230.525,1.0,864.552,205.523,1.0,848.783,213.623,1.0,817.322,190.981,1.0,758.979,152.682,1.0,,,,,,
4613,881.168,242.304,1.0,846.642,230.525,1.0,864.474,205.523,1.0,849.136,214.675,1.0,817.885,192.098,1.0,758.763,154.175,1.0,,,,,,
4614,879.818,241.718,1.0,847.275,230.779,1.0,864.472,205.523,1.0,849.136,214.675,1.0,817.885,192.098,1.0,758.471,155.592,1.0,,,,,,
4615,879.741,241.718,1.0,847.79,231.236,1.0,864.472,205.73,1.0,849.136,214.896,1.0,817.885,192.098,1.0,758.471,157.56,1.0,,,,,,
4616,879.476,242.074,1.0,848.818,232.048,1.0,864.472,205.95,1.0,848.552,215.622,1.0,816.924,191.092,1.0,758.471,157.743,1.0,,,,,,
4617,879.741,242.304,1.0,848.818,233.329,1.0,864.475,206.246,1.0,848.552,215.883,1.0,816.924,191.092,1.0,759.257,158.827,1.0,,,,,,
4618,879.741,243.451,1.0,849.535,233.564,1.0,864.863,207.139,1.0,848.552,216.642,1.0,816.924,191.092,1.0,759.946,159.091,1.0,,,,,,
4619,881.662,243.451,1.0,849.572,235.26,1.0,866.141,207.528,1.0,849.601,217.516,1.0,817.554,191.972,1.0,760.023,159.1,1.0,,,,,,
4620,883.9,243.451,1.0,849.572,236.271,1.0,867.839,207.529,1.0,849.812,217.781,1.0,817.554,192.357,1.0,760.067,159.336,1.0,,,,,,
4621,884.945,242.461,1.0,850.651,236.829,1.0,868.385,208.205,1.0,850.515,218.568,1.0,817.771,193.328,1.0,760.565,159.724,1.0,,,,,,
4622,888.28,241.484,1.0,852.438,237.997,1.0,869.53,208.205,1.0,850.868,219.471,1.0,817.931,193.453,1.0,761.048,159.808,1.0,,,,,,
4623,889.602,240.442,1.0,852.883,239.155,1.0,870.013,208.205,1.0,851.487,220.285,1.0,818.298,194.858,1.0,762.066,159.808,1.0,,,,,,
4624,893.847,240.001,1.0,853.534,239.164,1.0,870.431,207.947,1.0,851.981,220.285,1.0,818.333,194.962,1.0,762.09,160.316,1.0,,,,,,
4625,894.99,239.505,1.0,854.568,239.41,1.0,871.402,207.654,1.0,852.45,220.409,1.0,818.471,195.386,1.0,762.757,160.336,1.0,,,,,,
4626,895.385,238.768,1.0,855.349,239.41,1.0,871.513,207.327,1.0,852.501,220.538,1.0,819.139,195.739,1.0,763.541,160.447,1.0,,,,,,
4627,895.879,238.579,1.0,856.249,239.155,1.0,872.091,207.254,1.0,853.828,220.538,1.0,819.319,195.836,1.0,763.541,160.581,1.0,,,,,,
4628,895.914,238.098,1.0,859.158,238.542,1.0,872.286,207.095,1.0,854.595,220.468,1.0,819.907,195.836,1.0,763.541,160.679,1.0,,,,,,
4629,896.243,236.963,1.0,860.241,238.236,1.0,872.286,206.825,1.0,855.594,220.644,1.0,820.546,195.836,1.0,762.933,160.814,1.0,,,,,,
4630,897.157,236.303,1.0,861.093,237.838,1.0,872.499,206.825,1.0,856.497,220.739,1.0,820.783,195.573,1.0,762.623,161.575,1.0,916.007,221.861,1.0,,,
4631,897.911,235.948,1.0,861.347,236.918,1.0,873.668,206.473,1.0,859.407,220.739,1.0,821.055,195.458,1.0,762.318,161.843,1.0,916.007,221.861,1.0,,,
4632,898.185,235.825,1.0,861.355,236.237,1.0,873.893,206.026,1.0,859.971,220.644,1.0,821.595,195.191,1.0,762.031,162.145,1.0,916.007,221.861,1.0,,,
4633,898.202,234.532,1.0,862.84,235.806,1.0,873.862,206.026,1.0,861.135,220.644,1.0,821.64,194.994,1.0,761.747,162.996,1.0,916.813,221.861,1.0,899.986,228.35,0.11400000005960464
4634,898.239,228.348,1.0,862.918,235.087,1.0,873.893,204.267,1.0,861.615,220.126,1.0,821.662,194.945,1.0,761.202,163.612,1.0,916.864,221.861,1.0,,,
4635,898.372,228.348,1.0,862.935,234.561,1.0,874.231,204.267,1.0,861.804,219.999,1.0,826.097,192.897,1.0,761.157,163.612,1.0,917.373,221.938,1.0,,,
4636,898.372,228.348,1.0,863.478,234.207,1.0,874.251,204.267,1.0,861.89,219.659,1.0,826.221,192.897,1.0,761.029,163.616,1.0,917.757,221.668,0.968999981880188,,,
4637,898.372,229.07,1.0,864.025,233.95,1.0,874.362,206.422,1.0,862.37,218.979,1.0,826.354,192.897,1.0,761.157,163.616,1.0,920.947,221.668,0.4790000021457672,,,
4638,898.372,229.07,1.0,864.261,233.95,1.0,874.464,206.422,1.0,862.495,218.612,1.0,826.733,193.04,1.0,761.157,163.616,1.0,920.947,220.303,0.34200000762939453,,,
4639,898.372,229.569,1.0,864.261,233.929,1.0,874.773,206.422,1.0,862.602,218.406,1.0,827.081,193.135,1.0,761.179,163.84,1.0,920.947,219.765,0.14000000059604645,,,
4640,899.594,229.637,1.0,864.444,233.683,1.0,875.486,206.108,1.0,863.038,218.231,1.0,828.232,193.291,1.0,761.705,163.916,1.0,921.98,227.398,0.5479999780654907,,,
4641,899.704,230.126,1.0,864.776,231.864,1.0,877.431,205.72,1.0,863.742,217.719,1.0,829.146,193.291,1.0,762.053,163.938,1.0,921.98,227.398,,,,
4642,900.304,229.637,1.0,865.376,231.845,1.0,878.419,205.501,1.0,864.711,217.671,1.0,829.188,193.291,1.0,762.211,164.009,1.0,1157.567,283.486,0.24199999868869781,,,
4643,902.09,229.637,1.0,867.269,230.855,1.0,879.374,205.284,1.0,864.711,217.671,1.0,829.384,192.948,1.0,762.545,164.072,1.0,,,,915.871,229.0,0.25699999928474426
4644,903.26,229.578,1.0,867.905,230.152,1.0,879.63,205.024,1.0,865.21,217.109,1.0,829.523,192.948,1.0,762.731,164.87,1.0,,,,915.605,228.904,0.11699999868869781
4645,909.112,226.815,1.0,868.706,229.541,1.0,879.652,204.723,1.0,865.325,216.736,1.0,830.398,192.948,1.0,762.808,166.349,1.0,,,,,,
4646,909.323,226.815,1.0,869.756,228.89,1.0,879.652,204.445,1.0,865.45,216.711,1.0,831.323,193.153,1.0,763.553,166.679,1.0,,,,,,
4647,909.374,226.815,1.0,870.741,228.578,1.0,879.652,203.921,1.0,866.155,216.711,1.0,831.323,193.313,1.0,764.759,166.871,1.0,1156.796,282.936,0.23000000417232513,,,
4648,909.752,227.575,1.0,871.463,228.578,1.0,879.983,202.685,1.0,867.719,216.699,1.0,831.323,193.767,1.0,766.736,167.555,1.0,,,,,,
4649,911.918,227.874,1.0,871.821,228.578,1.0,882.367,202.549,1.0,868.549,216.614,1.0,831.634,196.669,1.0,769.113,168.438,1.0,,,,,,
4650,911.975,227.947,1.0,872.168,233.538,1.0,885.706,202.265,1.0,870.195,215.685,1.0,831.748,197.025,1.0,770.569,168.438,1.0,,,,,,
4651,911.975,227.874,1.0,872.518,234.305,1.0,886.908,201.606,1.0,870.316,215.444,1.0,831.897,197.103,1.0,771.499,169.942,1.0,,,,,,
4652,913.325,227.589,1.0,873.761,234.467,1.0,887.242,201.448,1.0,871.667,215.299,1.0,832.735,197.13,1.0,772.22,171.12,1.0,,,,,,
4653,913.585,227.589,1.0,875.042,234.467,1.0,888.021,201.18,1.0,871.969,215.08,1.0,833.407,197.277,1.0,773.861,171.416,1.0,,,,,,
4654,915.434,227.589,1.0,875.342,234.467,1.0,888.66,201.154,1.0,872.885,215.154,1.0,833.993,197.641,1.0,774.975,173.307,1.0,,,,,,
4655,915.925,227.466,1.0,877.251,234.289,1.0,888.719,200.819,1.0,873.491,215.083,1.0,834.452,197.985,1.0,775.576,174.394,1.0,,,,,,
4656,916.386,227.466,1.0,879.518,234.289,1.0,889.936,200.643,1.0,875.415,215.083,1.0,836.162,197.991,1.0,775.954,174.73,1.0,,,,,,
4657,916.525,227.293,1.0,882.223,233.747,1.0,892.327,200.643,1.0,877.329,215.154,1.0,837.336,197.991,1.0,775.954,174.967,1.0,,,,,,
4658,919.609,226.666,1.0,884.937,233.306,1.0,893.539,200.819,1.0,878.519,216.267,1.0,838.753,197.991,1.0,776.651,176.393,1.0,,,,,,
4659,921.96,226.666,1.0,885.329,228.301,1.0,894.827,201.269,1.0,880.125,216.349,1.0,839.774,197.991,1.0,778.284,176.545,1.0,,,,,,
4660,922.761,226.666,1.0,886.937,228.287,1.0,894.829,202.619,1.0,882.469,216.432,1.0,842.844,196.594,1.0,779.624,176.545,1.0,,,,,,
4661,924.937,226.666,1.0,889.777,228.075,1.0,897.503,202.619,1.0,884.348,216.432,1.0,845.039,196.494,1.0,780.474,176.545,1.0,1156.594,282.343,0.1899999976158142,,,
4662,925.054,226.323,1.0,890.4,228.086,1.0,897.993,202.619,1.0,885.176,216.394,1.0,845.211,195.96,1.0,783.347,176.336,1.0,,,,,,
4663,926.217,226.323,1.0,890.679,228.086,1.0,899.189,201.587,1.0,886.999,216.394,1.0,845.645,195.894,1.0,783.45,176.27,1.0,,,,,,
4664,928.217,225.865,1.0,891.374,228.086,1.0,900.292,201.094,1.0,887.865,216.22,1.0,846.598,195.894,1.0,784.423,175.22,1.0,,,,,,
4665,928.217,225.54,1.0,891.499,234.953,1.0,901.112,200.593,1.0,887.919,216.148,1.0,846.728,195.894,1.0,785.02,175.204,1.0,,,,,,
4666,928.217,225.54,1.0,891.611,235.575,1.0,901.202,200.593,1.0,888.459,216.042,1.0,847.352,198.985,1.0,786.855,172.82,1.0,,,,,,
4667,927.648,225.54,1.0,891.611,235.575,1.0,901.27,200.593,1.0,888.587,216.042,1.0,847.611,199.267,1.0,788.214,172.82,1.0,,,,,,
4668,927.648,226.127,1.0,892.641,235.575,1.0,902.314,201.044,1.0,888.787,216.042,1.0,847.717,199.372,1.0,789.492,173.502,1.0,,,,,,
4669,927.648,226.366,1.0,894.151,229.408,1.0,902.727,201.164,1.0,889.168,216.031,1.0,848.762,199.55,1.0,791.467,173.502,1.0,,,,,,
4670,927.979,226.769,1.0,894.151,229.408,1.0,903.064,201.164,1.0,889.537,216.01,1.0,849.267,199.55,1.0,792.823,173.502,1.0,,,,,,
4671,928.121,226.889,1.0,894.151,229.408,1.0,903.104,201.164,1.0,889.537,215.696,1.0,849.757,199.55,1.0,794.862,173.502,1.0,,,,,,
4672,928.121,227.632,1.0,893.852,234.011,1.0,903.368,201.164,1.0,890.348,214.897,1.0,849.883,199.325,1.0,796.014,171.766,1.0,,,,,,
4673,928.283,227.632,1.0,893.852,234.011,1.0,903.611,201.164,1.0,890.607,214.294,1.0,850.93,199.28,1.0,796.191,169.715,1.0,1156.268,680.549,0.9440000057220459,916.448,682.404,0.18299999833106995
4674,928.306,227.632,1.0,893.852,234.011,1.0,904.223,200.635,1.0,891.011,213.308,1.0,851.032,198.673,1.0,796.191,169.621,1.0,1156.887,282.284,0.2150000035762787,,,
4675,928.462,227.054,1.0,893.852,233.188,1.0,904.377,200.524,1.0,891.082,212.603,1.0,851.07,197.389,1.0,796.014,169.621,1.0,1156.537,,,,,
4676,928.848,226.995,1.0,894.048,232.536,1.0,905.334,200.211,1.0,891.118,211.724,1.0,851.394,196.513,1.0,795.404,169.297,1.0,1156.887,282.047,0.7609999775886536,,,
4677,929.003,226.898,1.0,895.904,230.648,1.0,906.543,200.211,1.0,891.825,210.935,1.0,852.557,195.65,1.0,795.187,169.297,1.0,1157.253,,0.257999986410141,,,
4678,929.748,226.473,1.0,896.94,229.996,1.0,907.395,199.674,1.0,892.649,209.731,1.0,852.924,195.554,1.0,795.187,169.016,1.0,1157.253,282.047,,,,
4679,929.748,225.672,1.0,898.23,229.684,1.0,908.099,199.258,1.0,893.734,209.707,1.0,853.048,195.522,1.0,794.075,168.894,1.0,1157.359,282.883,0.6019999980926514,,,
4680,929.748,225.672,1.0,898.319,228.699,1.0,908.742,198.89,1.0,894.157,208.551,1.0,853.616,195.174,1.0,794.075,168.861,1.0,1157.359,282.883,0.36500000953674316,,,
4681,926.545,226.473,1.0,899.088,228.632,1.0,909.615,198.814,1.0,895.848,208.376,1.0,854.899,194.9,1.0,794.075,168.894,1.0,1157.318,282.682,0.2980000078678131,,,
4682,926.545,226.473,1.0,899.712,228.632,1.0,910.584,198.496,1.0,896.529,208.071,1.0,855.319,194.712,1.0,794.927,169.016,1.0,1162.336,283.345,0.2460000067949295,,,
4683,926.545,226.56,1.0,900.472,228.204,1.0,911.376,198.117,1.0,896.529,208.071,1.0,855.608,194.508,1.0,794.927,169.074,1.0,1162.336,283.345,,,,
4684,929.321,226.68,1.0,900.563,228.425,1.0,911.376,198.117,1.0,896.529,208.071,1.0,855.629,194.211,1.0,795.466,169.511,1.0,1162.336,283.519,0.289000004529953,,,
4685,930.771,227.675,1.0,900.766,228.425,1.0,911.376,198.117,1.0,896.361,209.066,1.0,859.175,191.686,1.0,797.814,169.511,1.0,,,,,,
4686,930.793,227.982,1.0,901.962,228.828,1.0,909.0,198.093,1.0,896.361,209.066,1.0,860.124,191.686,1.0,797.926,169.511,1.0,1157.386,283.283,0.5699999928474426,,,
4687,932.161,229.065,1.0,903.191,229.383,1.0,909.0,198.031,1.0,896.361,209.066,1.0,860.204,191.464,1.0,798.812,169.511,1.0,1157.27,282.874,0.44600000977516174,,,
4688,932.678,230.457,1.0,903.265,230.213,1.0,909.0,198.23,1.0,896.799,209.066,1.0,860.737,191.16,1.0,799.076,169.357,1.0,,,,,,
4689,933.729,231.715,1.0,903.439,230.281,1.0,911.259,198.23,1.0,897.804,209.06,1.0,861.166,191.029,1.0,799.352,169.28,1.0,,,,,,
4690,933.889,231.751,1.0,903.568,230.323,1.0,911.37,198.23,1.0,898.161,209.06,1.0,861.296,190.451,1.0,799.953,169.125,1.0,1156.832,283.206,0.18700000643730164,,,
4691,933.945,233.05,1.0,904.192,230.323,1.0,912.932,198.23,1.0,898.169,209.215,1.0,861.577,190.445,1.0,800.118,168.735,1.0,923.974,231.925,0.10599999874830246,,,
4692,933.945,233.05,1.0,904.192,230.323,1.0,912.949,198.627,1.0,898.887,209.215,1.0,861.609,190.407,1.0,800.799,168.652,1.0,1156.832,282.926,0.2669999897480011,,,
4693,933.889,233.05,1.0,904.192,230.323,1.0,913.058,198.872,1.0,899.416,209.162,1.0,861.643,190.407,1.0,802.934,167.498,1.0,1156.832,282.926,,,,
4694,932.506,232.942,1.0,904.011,230.955,1.0,913.671,198.872,1.0,899.416,209.215,1.0,861.854,190.445,1.0,802.934,167.441,1.0,1157.343,282.926,0.382999986410141,,,
4695,932.125,232.942,1.0,902.984,231.172,1.0,914.055,198.872,1.0,899.416,209.341,1.0,862.434,190.445,1.0,802.934,167.441,1.0,1157.418,,,,,
4696,932.055,232.942,1.0,902.892,231.36,1.0,914.055,199.237,1.0,899.372,209.489,1.0,862.917,190.49,1.0,802.549,167.192,1.0,1157.418,282.837,0.47600001096725464,,,
