scorer,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000
individuals,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,single,single,single,single,single,single
bodyparts,nose,nose,nose,Rear,Rear,Rear,Lear,Lear,Lear,headbase,headbase,headbase,spine,spine,spine,tailbase,tailbase,tailbase,anteriorC,anteriorC,anteriorC,posteriorC,posteriorC,posteriorC
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4422,648.189,166.68,1.0,613.492,169.26,1.0,622.144,137.013,1.0,611.431,148.597,1.0,580.088,133.894,1.0,529.83,123.51,1.0,675.241,153.652,1.0,691.509,138.898,1.0
4423,656.503,164.119,1.0,613.492,168.662,1.0,622.575,137.087,1.0,611.651,148.597,1.0,580.183,133.894,1.0,529.941,123.191,1.0,677.864,153.241,1.0,695.178,138.898,1.0
4424,658.319,164.119,1.0,615.601,163.011,1.0,623.309,137.087,1.0,612.999,148.416,1.0,582.039,133.894,1.0,530.937,122.503,1.0,680.562,152.585,1.0,700.162,138.464,1.0
4425,658.319,163.491,1.0,615.728,163.222,1.0,626.525,137.087,1.0,614.205,148.416,1.0,582.656,132.734,1.0,531.028,121.463,1.0,682.384,152.484,1.0,702.885,138.316,1.0
4426,658.319,163.491,1.0,617.833,163.222,1.0,628.225,136.779,1.0,615.937,148.597,1.0,584.969,131.179,1.0,531.457,120.84,1.0,685.089,151.705,1.0,706.774,136.71,1.0
4427,657.58,163.303,1.0,618.185,163.222,1.0,630.63,136.779,1.0,616.281,148.427,1.0,587.37,131.128,1.0,531.602,120.119,1.0,687.569,150.008,1.0,713.259,135.659,1.0
4428,657.58,163.177,1.0,619.544,163.928,1.0,632.156,136.779,1.0,618.374,148.427,1.0,588.997,131.009,1.0,532.722,119.695,1.0,691.969,149.344,1.0,716.449,135.659,1.0
4429,657.58,162.092,1.0,620.052,164.242,1.0,632.578,136.709,1.0,620.328,148.427,1.0,590.509,130.778,1.0,534.37,119.571,1.0,695.824,149.002,1.0,718.702,135.659,1.0
4430,658.595,162.008,1.0,623.293,164.245,1.0,633.414,136.511,1.0,621.786,148.237,1.0,591.534,130.778,1.0,536.628,119.571,1.0,696.179,148.23,1.0,719.85,136.865,1.0
4431,660.455,161.885,1.0,624.255,167.254,1.0,633.864,136.511,1.0,622.425,148.237,1.0,592.681,130.778,1.0,537.08,119.571,1.0,699.219,148.028,1.0,723.749,136.865,1.0
4432,662.757,161.187,1.0,625.208,167.886,1.0,635.386,135.497,1.0,624.022,148.237,1.0,594.87,133.551,1.0,538.725,119.439,1.0,703.293,148.008,1.0,726.676,137.141,1.0
4433,666.404,160.573,1.0,627.738,168.674,1.0,637.322,134.957,1.0,625.275,149.763,1.0,595.016,133.551,1.0,538.725,118.886,1.0,703.615,147.467,1.0,733.366,136.865,1.0
4434,669.092,159.286,1.0,629.336,168.674,1.0,637.322,134.957,1.0,626.531,149.763,1.0,595.484,133.551,1.0,538.725,118.886,1.0,710.225,147.444,1.0,734.304,137.141,1.0
4435,670.834,159.022,1.0,630.171,169.131,1.0,639.366,134.934,1.0,626.616,149.763,1.0,596.003,132.839,1.0,538.725,118.846,1.0,715.712,147.467,1.0,737.58,136.881,1.0
4436,670.834,159.022,1.0,631.842,168.674,1.0,639.908,134.752,1.0,627.548,149.143,1.0,596.819,132.1,1.0,538.725,118.573,1.0,718.122,147.467,1.0,742.915,137.141,1.0
4437,672.707,159.022,1.0,632.029,168.623,1.0,640.399,134.751,1.0,629.955,148.353,1.0,599.057,131.991,1.0,542.722,117.729,1.0,719.401,148.143,1.0,747.534,137.841,1.0
4438,673.245,159.022,1.0,634.684,168.248,1.0,643.233,134.751,1.0,632.077,148.009,1.0,600.904,131.607,1.0,543.474,117.62,1.0,722.922,148.301,1.0,747.534,138.378,1.0
4439,674.802,159.022,1.0,636.591,168.248,1.0,647.947,134.597,1.0,633.301,147.792,1.0,601.542,130.72,1.0,545.42,116.271,1.0,734.519,148.301,1.0,748.349,140.826,1.0
4440,675.096,158.281,1.0,637.812,166.259,1.0,649.194,133.355,1.0,635.162,146.506,1.0,602.508,130.001,1.0,547.254,115.666,1.0,734.519,148.301,1.0,749.798,146.713,1.0
4441,678.125,158.281,1.0,639.586,165.919,1.0,650.855,132.523,1.0,637.985,146.506,1.0,603.931,130.001,1.0,549.804,113.036,1.0,736.247,147.565,1.0,761.652,148.263,1.0
4442,679.65,157.656,1.0,643.073,165.751,1.0,651.994,131.985,1.0,640.41,146.467,1.0,605.732,130.001,1.0,550.466,112.821,1.0,736.959,146.702,1.0,763.19,149.252,1.0
4443,681.263,157.293,1.0,646.188,165.215,1.0,654.428,131.839,1.0,641.034,145.923,1.0,607.382,129.671,1.0,551.103,112.613,1.0,737.352,146.476,1.0,766.436,150.336,1.0
4444,684.354,156.919,1.0,646.399,164.341,1.0,654.515,130.529,1.0,642.417,145.923,1.0,608.406,130.255,1.0,553.797,112.547,1.0,741.48,146.476,1.0,767.173,151.252,1.0
4445,686.964,156.667,1.0,648.676,163.104,1.0,656.965,130.131,1.0,644.195,145.923,1.0,609.144,130.333,1.0,555.341,112.407,1.0,744.72,146.511,1.0,769.356,151.252,1.0
4446,688.21,153.673,1.0,650.277,162.082,1.0,657.555,127.989,1.0,646.618,145.436,1.0,612.213,130.62,1.0,557.126,112.087,1.0,746.341,146.511,1.0,770.786,151.252,1.0
4447,688.53,152.866,1.0,653.809,160.632,1.0,662.072,125.331,1.0,648.43,145.234,1.0,614.104,130.333,1.0,562.281,111.874,1.0,750.421,147.348,1.0,771.989,150.56,1.0
4448,688.886,152.796,1.0,654.118,159.212,1.0,665.504,125.331,1.0,652.25,143.029,1.0,616.746,130.333,1.0,563.861,111.33,1.0,751.938,148.033,1.0,772.823,150.56,1.0
4449,691.37,150.771,1.0,657.116,157.329,1.0,665.619,125.156,1.0,654.322,142.08,1.0,617.737,129.032,1.0,564.751,111.33,1.0,752.463,148.174,1.0,774.968,150.541,1.0
4450,694.286,148.754,1.0,658.996,156.885,1.0,666.936,124.349,1.0,655.106,141.784,1.0,620.107,128.851,1.0,567.182,111.354,1.0,752.463,148.385,1.0,777.313,150.353,1.0
4451,698.113,146.394,1.0,662.199,156.732,1.0,666.936,124.379,1.0,656.729,140.535,1.0,621.978,128.369,1.0,567.387,111.354,1.0,751.938,148.436,1.0,778.772,149.767,1.0
4452,699.589,146.248,1.0,662.504,154.607,1.0,668.173,124.379,1.0,658.143,137.58,1.0,623.645,128.597,1.0,567.976,112.035,1.0,753.13,148.901,1.0,779.291,149.74,1.0
4453,702.63,145.318,1.0,664.908,153.651,1.0,669.627,123.379,1.0,658.47,136.208,1.0,625.865,128.433,1.0,568.022,112.971,1.0,753.382,149.132,1.0,780.779,149.687,1.0
4454,702.63,145.094,1.0,667.081,153.651,1.0,670.455,122.722,1.0,659.972,134.764,1.0,627.657,128.433,1.0,568.559,113.286,1.0,755.129,149.861,1.0,783.12,149.687,1.0
4455,703.941,143.084,1.0,669.194,153.256,1.0,672.078,121.729,1.0,661.256,134.764,1.0,629.862,128.597,1.0,568.715,113.491,1.0,758.585,150.129,1.0,784.726,149.767,1.0
4456,704.326,141.184,1.0,673.383,152.867,1.0,675.671,120.294,1.0,667.492,134.764,1.0,632.084,128.597,1.0,570.069,115.308,1.0,759.833,150.229,1.0,785.464,150.474,1.0
4457,705.625,140.045,1.0,674.244,152.063,1.0,676.809,120.134,1.0,667.935,133.704,1.0,633.714,128.433,1.0,571.624,117.01,1.0,760.699,150.241,1.0,785.764,150.668,1.0
4458,707.612,136.595,1.0,676.501,151.538,1.0,679.479,118.622,1.0,669.555,132.779,1.0,634.316,128.349,1.0,571.679,118.337,1.0,760.699,150.621,1.0,785.764,150.762,1.0
4459,710.191,134.919,1.0,678.025,149.955,1.0,680.662,118.105,1.0,671.872,132.779,1.0,635.093,127.303,1.0,574.633,119.565,1.0,760.75,150.804,1.0,785.464,150.762,1.0
4460,712.773,134.856,1.0,678.773,146.743,1.0,683.636,115.038,1.0,673.505,131.419,1.0,637.723,126.167,1.0,574.633,120.841,1.0,760.861,151.087,1.0,785.403,151.595,1.0
4461,715.837,132.591,1.0,680.116,145.658,1.0,683.695,112.665,1.0,674.048,130.681,1.0,637.858,126.014,1.0,575.692,122.185,1.0,760.861,151.159,1.0,785.044,152.077,1.0
4462,717.081,130.493,1.0,681.578,145.149,1.0,687.277,112.026,1.0,674.235,130.378,1.0,639.594,124.945,1.0,575.881,122.374,1.0,760.861,151.159,1.0,782.065,152.077,1.0
4463,718.107,129.616,1.0,685.286,144.316,1.0,687.585,110.247,1.0,676.772,129.868,1.0,640.064,124.848,1.0,576.061,123.201,1.0,760.861,152.299,1.0,782.065,152.077,1.0
4464,721.818,127.095,1.0,688.784,143.349,1.0,690.445,109.013,1.0,678.763,129.539,1.0,643.511,124.618,1.0,576.061,123.315,1.0,759.783,154.645,1.0,781.821,151.779,1.0
4465,721.891,127.095,1.0,692.958,142.349,1.0,694.185,107.647,1.0,684.579,127.514,1.0,645.657,124.606,1.0,576.479,124.343,1.0,759.783,156.73,1.0,782.058,151.209,1.0
4466,725.768,127.095,1.0,693.442,141.117,1.0,698.765,107.446,1.0,688.11,126.346,1.0,649.58,123.994,1.0,579.968,125.562,1.0,759.783,156.73,1.0,782.058,150.625,1.0
4467,728.638,127.792,1.0,696.229,140.185,1.0,700.809,107.446,1.0,688.591,125.976,1.0,651.01,123.922,1.0,582.949,126.665,1.0,760.625,156.73,1.0,781.774,149.848,1.0
4468,730.664,127.851,1.0,696.826,139.718,1.0,702.773,107.446,1.0,690.534,124.957,1.0,654.531,122.988,1.0,583.667,128.95,1.0,761.227,149.356,1.0,781.697,149.848,1.0
4469,736.926,128.106,1.0,700.668,139.576,1.0,703.77,106.497,1.0,691.1,124.574,1.0,655.585,121.554,1.0,586.781,128.95,1.0,761.227,149.356,1.0,781.105,150.412,1.0
4470,737.34,128.487,1.0,704.298,136.955,1.0,706.212,106.497,1.0,693.749,123.763,1.0,656.828,121.472,1.0,591.289,128.95,1.0,761.27,149.356,1.0,780.96,150.625,1.0
4471,741.526,128.653,1.0,706.759,136.611,1.0,708.731,106.213,1.0,699.819,122.473,1.0,658.265,120.71,1.0,591.656,127.867,1.0,762.314,151.768,1.0,780.515,151.014,1.0
4472,743.766,128.653,1.0,708.025,136.611,1.0,714.11,106.213,1.0,703.124,122.205,1.0,660.906,120.304,1.0,597.546,127.622,1.0,765.016,151.768,1.0,776.118,151.209,1.0
4473,743.927,128.487,1.0,710.461,136.611,1.0,715.809,106.213,1.0,703.579,122.13,1.0,663.043,120.304,1.0,599.184,125.987,1.0,765.016,151.908,1.0,776.118,151.178,1.0
4474,748.171,127.856,1.0,710.734,136.749,1.0,717.113,106.556,1.0,705.836,122.205,1.0,664.634,120.304,1.0,599.864,125.735,1.0,765.016,151.908,1.0,776.118,151.178,1.0
4475,751.895,127.639,1.0,714.054,137.097,1.0,719.454,107.468,1.0,705.854,122.218,1.0,668.209,120.574,1.0,603.933,124.121,1.0,761.269,151.968,1.0,777.115,151.014,1.0
4476,752.287,126.954,1.0,716.901,138.415,1.0,719.608,107.511,1.0,708.653,122.13,1.0,671.065,120.574,1.0,606.594,122.647,1.0,761.269,151.968,1.0,777.292,150.738,1.0
4477,754.174,124.626,1.0,719.614,138.439,1.0,722.196,107.511,1.0,710.531,122.218,1.0,673.355,120.574,1.0,607.115,122.561,1.0,761.269,152.68,1.0,777.292,150.738,1.0
4478,754.827,124.626,1.0,720.776,138.439,1.0,723.578,107.468,1.0,716.446,122.267,1.0,674.763,119.569,1.0,611.352,122.502,1.0,761.706,151.968,1.0,777.292,150.738,1.0
4479,755.48,124.626,1.0,721.202,138.439,1.0,725.667,107.42,1.0,718.476,122.267,1.0,677.901,119.196,1.0,615.75,122.495,0.9700000286102295,762.883,151.92,1.0,776.834,151.559,1.0
4480,756.781,126.569,1.0,723.825,138.524,1.0,730.675,107.366,1.0,718.476,122.689,1.0,679.05,118.82,1.0,616.391,122.495,0.9769999980926514,769.017,150.98,1.0,776.021,151.971,1.0
4481,757.688,128.109,1.0,725.484,138.547,1.0,732.179,107.366,1.0,720.325,123.043,1.0,682.04,117.259,1.0,617.109,122.502,0.9950000047683716,769.871,150.482,1.0,775.848,152.015,1.0
4482,767.452,130.332,1.0,726.2,138.591,1.0,733.835,107.366,1.0,720.455,123.831,1.0,685.039,116.517,1.0,627.049,122.92,0.9860000014305115,769.92,149.515,1.0,774.963,152.015,1.0
4483,768.001,131.841,1.0,726.757,139.663,1.0,734.517,108.35,1.0,722.04,124.067,1.0,686.564,115.974,1.0,627.319,123.232,0.9990000128746033,769.92,149.515,1.0,774.963,151.971,1.0
4484,768.027,141.229,1.0,727.481,140.545,1.0,735.259,108.432,1.0,722.04,124.435,1.0,687.516,115.974,1.0,627.696,123.384,1.0,769.92,149.515,1.0,774.963,151.538,1.0
4485,768.502,141.229,1.0,728.42,141.123,1.0,736.697,108.626,1.0,723.334,124.875,1.0,687.553,115.974,1.0,628.757,132.909,1.0,762.336,149.515,1.0,775.026,151.533,1.0
4486,768.502,141.229,1.0,730.088,142.04,1.0,737.329,108.913,1.0,725.717,125.537,1.0,690.035,116.058,1.0,628.938,132.909,0.9990000128746033,761.262,148.87,0.9959999918937683,775.812,150.691,1.0
4487,768.714,141.229,1.0,732.272,143.794,1.0,743.287,109.634,1.0,732.4,126.822,1.0,693.98,116.058,1.0,630.671,132.909,0.9959999918937683,761.262,148.87,0.9990000128746033,775.892,150.691,1.0
4488,768.714,141.51,1.0,733.012,144.256,1.0,746.464,111.015,1.0,733.348,127.329,1.0,695.742,116.058,1.0,630.707,118.941,1.0,761.262,148.784,0.3610000014305115,776.118,150.691,1.0
4489,768.698,146.137,1.0,734.074,144.353,1.0,747.256,112.461,1.0,733.375,127.449,1.0,698.472,114.261,1.0,631.292,118.177,1.0,626.879,148.695,0.1420000046491623,776.514,152.021,1.0
4490,768.698,146.808,1.0,734.152,144.446,1.0,748.432,113.473,1.0,734.214,127.692,1.0,700.118,114.261,1.0,631.764,118.073,1.0,772.607,153.68,,776.514,152.021,0.9750000238418579
4491,768.698,147.157,1.0,734.605,144.446,1.0,749.906,114.573,1.0,734.817,127.692,1.0,701.118,114.261,1.0,632.704,118.177,1.0,,,,776.514,152.021,0.847000002861023
4492,768.698,148.091,1.0,734.718,144.446,1.0,750.993,115.473,1.0,735.435,127.905,1.0,701.925,114.904,1.0,634.601,118.177,1.0,,153.68,0.12399999797344208,787.472,,
4493,768.851,151.153,1.0,735.422,144.977,1.0,750.993,117.641,1.0,736.208,128.296,1.0,702.916,115.811,1.0,636.811,118.219,1.0,777.435,,,,,
4494,769.289,152.264,1.0,736.388,145.031,1.0,752.431,118.686,1.0,736.25,128.343,1.0,703.036,116.105,1.0,637.718,118.916,1.0,788.995,148.689,0.2709999978542328,789.774,149.103,0.3019999861717224
4495,769.614,152.868,1.0,738.882,146.214,1.0,752.542,119.969,1.0,737.081,128.496,1.0,703.316,116.299,1.0,638.936,118.916,1.0,777.435,148.466,0.531000018119812,789.774,149.103,0.8809999823570251
4496,770.435,154.897,1.0,738.961,147.065,1.0,753.274,120.267,1.0,737.363,128.642,1.0,704.568,116.304,1.0,639.227,118.518,1.0,776.715,148.204,0.21699999272823334,789.774,149.103,0.9879999756813049
4497,770.573,155.238,1.0,739.451,148.446,1.0,753.569,120.561,1.0,737.714,128.973,1.0,705.398,117.366,1.0,639.509,118.518,1.0,,,,789.774,150.176,0.9879999756813049
4498,770.573,155.719,1.0,739.849,149.608,1.0,754.447,120.561,1.0,737.908,129.553,1.0,705.767,118.014,1.0,639.522,118.398,1.0,,,,789.774,150.176,0.9929999709129333
4499,770.89,156.419,1.0,740.855,151.287,1.0,754.472,121.187,1.0,738.156,130.788,1.0,706.16,118.94,1.0,640.356,118.194,1.0,,,,789.843,150.409,0.9639999866485596
4500,770.89,156.608,1.0,742.624,151.287,1.0,754.817,121.966,1.0,738.156,131.572,1.0,707.89,119.51,1.0,642.417,117.474,1.0,1157.211,282.876,0.3779999911785126,789.843,150.409,0.996999979019165
4501,771.729,157.194,1.0,743.222,151.287,1.0,755.925,124.013,1.0,739.36,133.531,1.0,709.55,119.729,1.0,642.503,117.463,1.0,778.14,154.477,0.22200000286102295,789.994,150.137,0.9610000252723694
4502,772.639,157.279,1.0,743.337,151.312,1.0,756.26,124.013,1.0,740.103,133.939,1.0,709.996,120.295,1.0,643.814,117.268,1.0,778.14,154.432,0.35199999809265137,791.392,150.137,0.9980000257492065
4503,773.952,157.439,1.0,743.919,151.312,1.0,756.867,124.866,1.0,741.122,134.479,1.0,710.953,120.73,1.0,644.273,117.268,1.0,778.14,154.432,0.3199999928474426,791.392,150.944,0.9980000257492065
4504,782.657,158.832,1.0,743.998,151.312,1.0,759.886,124.866,1.0,742.39,134.781,1.0,711.998,121.029,1.0,645.784,117.463,1.0,777.962,154.432,0.11299999803304672,791.392,150.137,0.9900000095367432
4505,783.921,159.466,1.0,744.548,152.096,1.0,760.085,123.322,1.0,742.467,135.034,1.0,713.04,121.569,1.0,647.669,120.537,1.0,777.962,154.432,0.22699999809265137,789.617,150.137,0.5120000243186951
4506,785.554,160.488,1.0,746.772,153.315,1.0,761.632,123.155,1.0,747.519,135.416,1.0,715.496,123.027,1.0,647.737,120.695,1.0,,,,,,
4507,786.585,161.445,1.0,748.235,153.974,1.0,763.235,123.322,1.0,748.275,136.02,1.0,717.113,123.616,1.0,649.27,120.695,1.0,,,,,,
4508,787.281,161.648,1.0,748.695,155.376,1.0,765.001,123.322,1.0,749.847,137.222,1.0,718.025,124.168,1.0,650.51,120.537,1.0,,,,,,
4509,787.346,162.344,1.0,751.06,155.561,1.0,766.178,123.836,1.0,751.619,138.01,1.0,719.366,124.168,1.0,651.435,119.336,1.0,,,,,,
4510,789.305,162.344,1.0,751.942,155.689,1.0,767.252,123.938,1.0,752.57,138.478,1.0,719.785,124.168,1.0,653.571,119.206,1.0,,,,,,
4511,790.963,163.056,1.0,752.941,157.122,1.0,769.022,125.738,1.0,752.997,138.689,1.0,720.488,124.152,1.0,653.923,117.904,1.0,,,,,,
4512,791.804,163.056,1.0,756.45,157.365,1.0,769.618,125.738,1.0,754.106,139.907,1.0,721.651,124.152,1.0,655.464,117.904,1.0,,,,,,
4513,794.497,162.701,1.0,759.791,157.642,1.0,771.189,126.072,1.0,755.784,140.048,1.0,723.669,124.152,1.0,655.866,117.904,1.0,,,,,,
4514,794.966,162.701,1.0,760.895,157.866,1.0,773.571,126.347,1.0,758.945,140.955,1.0,725.871,124.232,1.0,655.931,119.067,1.0,,,,,,
4515,796.517,162.701,1.0,761.459,160.841,1.0,775.371,127.031,1.0,760.283,142.801,1.0,726.516,124.691,1.0,659.993,119.067,1.0,,,,,,
4516,799.534,161.526,1.0,762.752,162.619,1.0,777.317,128.485,1.0,762.424,144.013,1.0,728.967,125.209,1.0,662.945,119.067,1.0,,,,,,
4517,800.354,162.701,1.0,762.752,164.358,1.0,778.124,129.532,1.0,764.194,144.297,1.0,729.609,126.57,1.0,662.945,118.333,1.0,,,0.3919999897480011,,,
4518,800.799,162.042,1.0,763.478,164.617,1.0,778.606,129.956,1.0,764.309,145.105,1.0,729.704,127.079,1.0,663.705,117.428,1.0,797.605,180.738,,,,
4519,801.978,162.042,1.0,763.604,165.032,1.0,778.897,130.34,1.0,764.831,145.105,1.0,731.141,127.305,1.0,663.806,117.203,1.0,797.605,181.216,0.9919999837875366,796.149,178.503,0.25600001215934753
4520,801.978,162.042,1.0,763.841,165.865,1.0,779.666,130.351,1.0,766.046,144.297,1.0,731.546,128.094,1.0,663.705,116.532,1.0,797.138,181.216,0.9829999804496765,795.769,178.503,0.9739999771118164
4521,802.501,172.154,1.0,765.296,166.79,1.0,780.676,130.655,1.0,766.421,143.872,1.0,732.814,128.842,1.0,663.679,115.555,1.0,796.76,181.216,1.0,795.079,178.503,1.0
4522,802.501,172.154,1.0,766.903,167.193,1.0,781.848,131.469,1.0,767.667,143.872,1.0,733.781,129.425,1.0,663.705,115.326,1.0,796.76,185.592,0.9990000128746033,793.639,178.9,1.0
4523,801.717,172.457,0.9990000128746033,767.182,167.767,1.0,782.869,131.469,1.0,768.008,143.872,1.0,734.757,129.583,1.0,663.806,114.528,1.0,797.138,186.271,1.0,793.238,180.47,1.0
4524,800.359,172.623,0.9990000128746033,767.182,168.418,1.0,782.869,132.422,1.0,768.25,145.418,1.0,734.896,129.583,1.0,664.911,114.516,1.0,805.345,195.781,1.0,791.875,187.424,1.0
4525,799.92,172.922,1.0,767.182,168.453,1.0,782.869,133.108,1.0,769.272,145.541,1.0,734.992,129.583,1.0,665.928,113.867,1.0,809.602,200.709,1.0,791.875,189.942,1.0
4526,799.92,172.922,1.0,766.539,168.478,1.0,783.404,137.319,1.0,769.272,145.847,1.0,735.393,129.552,1.0,667.068,113.778,1.0,809.602,203.268,1.0,791.875,192.286,1.0
4527,799.92,172.922,1.0,766.539,168.478,1.0,783.548,137.819,1.0,769.747,145.847,1.0,735.838,128.654,1.0,667.246,113.601,1.0,809.602,203.268,1.0,792.07,192.5,1.0
4528,800.149,172.901,1.0,766.539,168.418,1.0,783.548,138.428,1.0,770.069,146.347,1.0,736.18,128.57,1.0,667.281,113.026,1.0,809.157,203.268,1.0,792.149,192.996,1.0
4529,800.149,172.901,1.0,766.715,164.316,1.0,783.563,138.697,1.0,770.521,146.91,1.0,736.254,128.189,1.0,668.074,112.98,1.0,809.018,203.05,1.0,793.353,196.173,1.0
4530,800.149,172.901,1.0,766.715,164.316,1.0,784.09,138.743,1.0,770.578,147.204,1.0,736.612,128.189,1.0,669.206,109.883,1.0,809.018,203.05,1.0,793.374,198.48,1.0
4531,799.824,174.525,1.0,766.89,164.316,1.0,785.0,138.918,1.0,770.721,147.526,1.0,736.922,128.189,1.0,669.77,109.454,1.0,809.157,201.702,1.0,793.401,198.884,1.0
4532,799.824,175.414,1.0,766.89,166.592,1.0,786.5,139.169,1.0,770.721,148.214,1.0,737.963,128.527,1.0,670.496,109.365,1.0,810.127,203.05,1.0,793.401,199.974,1.0
4533,799.824,175.987,1.0,766.939,166.711,1.0,786.5,139.964,1.0,770.721,148.617,1.0,737.963,128.527,1.0,671.126,109.365,1.0,810.642,203.05,1.0,793.87,201.32,1.0
4534,799.504,176.803,1.0,766.89,167.255,1.0,786.811,139.964,1.0,770.629,149.425,1.0,737.963,128.527,1.0,671.585,109.031,1.0,813.032,203.381,1.0,795.052,203.16,1.0
4535,800.164,177.437,1.0,766.89,167.311,1.0,786.811,141.693,1.0,770.489,149.872,1.0,737.68,127.742,1.0,672.445,109.031,1.0,813.935,203.381,1.0,795.682,205.569,1.0
4536,800.179,178.968,1.0,766.847,167.751,1.0,786.811,143.205,1.0,770.241,150.107,1.0,737.527,127.742,1.0,673.397,108.708,1.0,814.209,203.526,1.0,795.682,206.525,1.0
4537,800.164,180.508,1.0,766.795,168.468,1.0,786.793,143.953,1.0,770.153,150.253,1.0,737.527,127.742,1.0,674.918,108.708,1.0,814.709,203.654,1.0,795.682,207.737,1.0
4538,799.504,187.095,1.0,766.299,169.582,1.0,786.811,145.087,1.0,769.514,151.151,1.0,737.68,128.074,1.0,675.681,108.708,1.0,814.709,209.505,1.0,795.797,208.663,1.0
4539,798.956,188.241,1.0,764.508,178.318,1.0,787.1,146.097,1.0,769.514,153.091,1.0,739.009,129.776,1.0,677.927,109.377,1.0,817.925,211.675,1.0,795.797,208.79,1.0
4540,798.525,188.805,1.0,764.358,178.347,1.0,787.1,152.762,1.0,769.514,154.361,1.0,740.732,131.631,1.0,678.437,109.377,1.0,818.022,212.707,1.0,795.797,208.892,1.0
4541,798.525,190.614,1.0,763.67,178.377,1.0,787.858,153.191,1.0,770.042,155.591,1.0,742.371,133.295,1.0,679.231,109.377,1.0,818.047,213.423,1.0,795.863,208.892,1.0
4542,798.525,193.936,1.0,762.858,179.879,1.0,788.783,154.368,1.0,770.551,157.284,1.0,742.826,133.295,1.0,680.421,109.19,1.0,818.047,213.473,1.0,796.136,208.892,1.0
4543,797.6,194.307,1.0,762.581,180.367,1.0,789.33,155.62,1.0,770.958,161.386,1.0,743.173,133.409,1.0,681.622,109.149,1.0,818.047,214.537,1.0,802.943,208.903,1.0
4544,799.183,197.277,1.0,762.525,180.819,1.0,790.409,157.1,1.0,771.881,161.947,1.0,744.008,133.489,1.0,683.668,108.732,1.0,818.047,214.537,1.0,803.812,210.049,0.9959999918937683
4545,799.733,197.946,1.0,762.581,182.158,1.0,792.795,157.835,1.0,771.919,163.232,1.0,744.05,134.124,1.0,686.214,108.732,1.0,818.047,214.537,1.0,803.98,210.446,1.0
4546,799.641,202.982,1.0,762.858,182.158,1.0,792.795,159.432,1.0,772.538,163.615,1.0,745.407,134.852,1.0,687.605,108.602,1.0,818.634,213.492,1.0,809.642,211.764,0.9470000267028809
4547,799.841,203.114,1.0,764.205,182.636,1.0,792.795,162.106,1.0,773.444,165.315,1.0,746.957,135.956,1.0,688.486,108.602,1.0,809.541,213.483,1.0,810.872,211.764,0.5009999871253967
4548,800.161,203.795,1.0,764.412,182.636,1.0,793.179,163.045,1.0,774.614,166.727,1.0,748.01,136.916,1.0,690.255,108.602,1.0,809.541,213.013,1.0,811.535,211.987,0.328000009059906
4549,800.161,205.842,1.0,765.856,182.837,1.0,793.713,165.389,1.0,777.947,167.091,1.0,749.778,137.57,1.0,692.398,108.855,1.0,808.776,211.745,1.0,811.645,211.764,0.7990000247955322
4550,800.224,207.754,1.0,769.1,184.751,1.0,793.713,172.077,1.0,779.38,167.944,1.0,752.43,137.693,1.0,694.219,109.142,1.0,808.356,211.708,1.0,819.438,211.31,0.9980000257492065
4551,800.842,209.387,1.0,769.1,185.906,1.0,794.804,174.127,1.0,780.694,169.033,1.0,754.798,138.678,1.0,696.296,109.298,1.0,807.243,211.523,1.0,821.998,211.31,1.0
4552,800.918,210.725,1.0,769.546,188.878,1.0,796.239,174.127,1.0,781.302,171.284,1.0,756.139,139.923,1.0,696.847,109.572,1.0,806.566,211.523,1.0,823.164,212.336,1.0
